id;valeur
Unit #VV000120Q;6075.00
Unit #VU001627S;1339.00
Unit #VU000519M;9117.00
Unit #VU000226V;2969.00
Unit #VU000180F;1987.00
Unit #VT001293P;6828.00
Unit #VT001257W;7507.00
Unit #VT000279X;6168.00
Unit #VR000755A;7293.00
Unit #VQ000826H;4799.00
Unit #VQ000434B;1466.00
Unit #VP000956T;7241.00
Unit #VP000744X;1792.00
Unit #VP000566S;2909.00
Unit #VP000421V;10564.00
Unit #VO001328W;6752.00
Unit #VO001275B;8962.00
Unit #VN001611T;7120.00
Unit #VN000319B;8375.00
Unit #VN000081Z;1187.00
Unit #VN000004W;1318.00
Unit #VM001624A;6741.00
Unit #VM001474G;5031.00
Unit #VM001426T;5260.00
Unit #VM000665X;2086.00
Unit #VM000599F;3267.00
Unit #VM000587L;3316.00
Unit #VL001247R;4808.00
Unit #VK001576D;5135.00
Unit #VK000811L;2037.00
Unit #VK000293X;8015.00
Unit #VJ000936O;4844.00
Unit #VJ000919U;7105.00
Unit #VJ000055G;6524.00
Unit #VH001529K;1331.00
Unit #VH000552D;4151.00
Unit #VG001594P;6631.00
Unit #VG000986X;6379.00
Unit #VG000281R;2998.00
Unit #VF001433C;4833.00
Unit #VF000037E;3141.00
Unit #VE001463I;5562.00
Unit #VE000844G;8827.00
Unit #VD001093T;9516.00
Unit #VD000917A;7146.00
Unit #VD000461I;1139.00
Unit #VD000310B;2168.00
Unit #VD000264G;1301.00
Unit #VD000112F;1551.00
Unit #VC001338S;1790.00
Unit #VC000937R;7672.00
Unit #VC000538N;1686.00
Unit #VC000449Q;7501.00
Unit #VC000184J;1244.00
Unit #VB001566M;1247.00
Unit #VB000862L;4137.00
Unit #VA000698H;5625.00
Unit #VA000426T;3765.00
Unit #VA000065Z;7776.00
Unit #UZ001575U;5841.00
Unit #UZ001108M;5180.00
Unit #UY000558B;5403.00
Unit #UX001384N;7021.00
Unit #UX001195B;1784.00
Unit #UV001166T;4077.00
Unit #UV000949S;9619.00
Unit #UU001317D;1195.00
Unit #UT001114R;6530.00
Unit #UT000719Y;2849.00
Unit #UT000535A;2492.00
Unit #US001016D;7421.00
Unit #US000740K;2153.00
Unit #US000529N;4945.00
Unit #US000442Z;4833.00
Unit #UR000925L;1845.00
Unit #UR000878M;7663.00
Unit #UR000352A;5643.00
Unit #UQ001337Q;7783.00
Unit #UQ000690M;10854.00
Unit #UQ000211Q;4138.00
Unit #UP000754R;1251.00
Unit #UP000585Q;7816.00
Unit #UO000197J;3213.00
Unit #UN001443Y;3960.00
Unit #UN001388E;2100.00
Unit #UN001373K;5784.00
Unit #UL001454H;2958.00
Unit #UL000934G;4874.00
Unit #UL000872Y;7426.00
Unit #UJ001536N;8084.00
Unit #UJ000756P;3609.00
Unit #UJ000272D;5731.00
Unit #UI001612C;7583.00
Unit #UI000307G;7658.00
Unit #UI000076H;10831.00
Unit #UH000210T;4052.00
Unit #UF000860C;4763.00
Unit #UE001577L;1784.00
Unit #UE001021J;7924.00
Unit #UE000659C;3191.00
Unit #UD001210L;9785.00
Unit #UD000737R;5176.00
Unit #UD000534H;6029.00
Unit #UD000492R;1205.00
Unit #UC000100W;4472.00
Unit #UB001226H;1235.00
Unit #UB000577Z;2982.00
Unit #UB000105Z;1820.00
Unit #UA001425I;1239.00
Unit #UA000796L;1832.00
Unit #UA000710N;8746.00
Unit #UA000291P;3943.00
Unit #TZ000953T;6744.00
Unit #TZ000345E;1591.00
Unit #TZ000042O;7829.00
Unit #TX001643O;1103.00
Unit #TX001540E;5788.00
Unit #TX001176R;6732.00
Unit #TX000246X;2126.00
Unit #TW000364M;6029.00
Unit #TW000336S;2466.00
Unit #TV001244G;3011.00
Unit #TV001157G;3466.00
Unit #TV000317O;9331.00
Unit #TU000217M;10944.00
Unit #TU000175R;8554.00
Unit #TT000429S;7614.00
Unit #TT000331C;2592.00
Unit #TT000044G;7101.00
Unit #TS001508U;1169.00
Unit #TR000222R;3979.00
Unit #TQ001534Z;9459.00
Unit #TQ000791K;6516.00
Unit #TQ000660F;9142.00
Unit #TQ000462O;7770.00
Unit #TP001574J;1190.00
Unit #TP001542K;9830.00
Unit #TP001117U;10168.00
Unit #TP000993T;2222.00
Unit #TP000893F;2234.00
Unit #TO001585G;6371.00
Unit #TO000349H;3970.00
Unit #TN001539Z;6309.00
Unit #TN000313F;4360.00
Unit #TN000108W;2989.00
Unit #TM001488U;1233.00
Unit #TM001350M;10899.00
Unit #TM001229F;1141.00
Unit #TM000834K;4951.00
Unit #TM000297U;5574.00
Unit #TM000049F;1687.00
Unit #TL001600J;9809.00
Unit #TK001254G;3997.00
Unit #TK000762Y;7944.00
Unit #TK000289F;2381.00
Unit #TJ001353N;2568.00
Unit #TJ001004H;2223.00
Unit #TJ000889S;4391.00
Unit #TJ000483R;3891.00
Unit #TI000231E;5856.00
Unit #TI000010M;10849.00
Unit #TH001563S;1211.00
Unit #TH000325P;6145.00
Unit #TH000200W;5691.00
Unit #TG001537Q;6268.00
Unit #TG001071Z;8320.00
Unit #TG001035C;10806.00
Unit #TF001219D;8006.00
Unit #TF001090Z;6718.00
Unit #TF000647D;4054.00
Unit #TF000473A;4881.00
Unit #TE001106A;2430.00
Unit #TE000800L;4118.00
Unit #TE000412M;1110.00
Unit #TE000403D;8105.00
Unit #TE000270B;4183.00
Unit #TE000235C;4321.00
Unit #TD001104I;4028.00
Unit #TD001040E;5648.00
Unit #TD000727C;1090.00
Unit #TC000785C;4743.00
Unit #TC000657Q;6419.00
Unit #TC000557G;5503.00
Unit #TB001047H;5858.00
Unit #TB001002C;2153.00
Unit #TB000287W;1284.00
Unit #TA001273A;4822.00
Unit #TA000725Z;9139.00
Unit #SZ001545V;2926.00
Unit #SZ001076P;2997.00
Unit #SZ000456H;8760.00
Unit #SZ000327L;6953.00
Unit #SW001341K;9833.00
Unit #SV000680D;10730.00
Unit #SV000213P;4722.00
Unit #SU000990G;5371.00
Unit #SU000739M;4524.00
Unit #SU000695M;6410.00
Unit #SU000350C;6080.00
Unit #SS001415M;5039.00
Unit #SS000351X;9076.00
Unit #SR001079B;2206.00
Unit #SQ001486Q;10737.00
Unit #SQ001460F;5765.00
Unit #SQ001237V;1242.00
Unit #SQ000685U;7000.00
Unit #SP001116H;6475.00
Unit #SP000234C;1252.00
Unit #SO001617D;3509.00
Unit #SO000506O;2900.00
Unit #SO000459U;5409.00
Unit #SN001240J;7646.00
Unit #SM001475Z;3779.00
Unit #SM001469M;1169.00
Unit #SM001297P;2987.00
Unit #SM000569J;6597.00
Unit #SM000344Q;2848.00
Unit #SL001262S;7861.00
Unit #SL001186O;6539.00
Unit #SL000371M;6864.00
Unit #SL000084V;6138.00
Unit #SK001546U;7724.00
Unit #SK000475P;6700.00
Unit #SK000324N;2962.00
Unit #SK000039M;7681.00
Unit #SJ001564L;9630.00
Unit #SJ000890S;3295.00
Unit #SJ000638E;5864.00
Unit #SJ000173X;4148.00
Unit #SI000974G;8391.00
Unit #SH000377F;7518.00
Unit #SH000030R;7533.00
Unit #SG001026J;5392.00
Unit #SG000793K;2785.00
Unit #SG000539R;6117.00
Unit #SG000050F;1760.00
Unit #SF001572Y;6593.00
Unit #SF000865F;5075.00
Unit #SF000778R;2130.00
Unit #SF000687Y;5583.00
Unit #SF000485S;7910.00
Unit #SE000413G;1223.00
Unit #SE000215Q;1868.00
Unit #SD001489Y;3261.00
Unit #SD001380M;7392.00
Unit #SD001259T;5661.00
Unit #SD000183S;3518.00
Unit #SC001436I;3862.00
Unit #SC001306A;3007.00
Unit #SC000995O;6468.00
Unit #SC000016A;1912.00
Unit #SB000435Y;2029.00
Unit #SB000029D;7265.00
Unit #SA000884Y;2387.00
Unit #SA000463P;4621.00
Unit #SA000174Y;5507.00
Unit #SA000124B;10671.00
Unit #RZ000946L;6121.00
Unit #RZ000774M;7113.00
Unit #RZ000172Y;1448.00
Unit #RY001616C;8896.00
Unit #RY001431L;2502.00
Unit #RX000541Q;5319.00
Unit #RX000488D;8396.00
Unit #RX000082I;1345.00
Unit #RW001580H;2095.00
Unit #RW001267W;9360.00
Unit #RU001605S;4805.00
Unit #RU001435M;7597.00
Unit #RU000776C;4472.00
Unit #RT000501F;5683.00
Unit #RT000137R;5806.00
Unit #RS000414T;1550.00
Unit #RS000220D;3708.00
Unit #RR000520I;2590.00
Unit #RQ000642F;4947.00
Unit #RQ000621U;2014.00
Unit #RP001523F;3810.00
Unit #RP001390Z;3191.00
Unit #RO001052F;8779.00
Unit #RO000545T;6127.00
Unit #RO000144F;8200.00
Unit #RO000077P;8978.00
Unit #RN000356G;2769.00
Unit #RM001345Z;1270.00
Unit #RM001178Y;2469.00
Unit #RL001644V;2838.00
Unit #RL001635E;3203.00
Unit #RL001263I;6626.00
Unit #RL001163S;3631.00
Unit #RL000816U;1751.00
Unit #RL000662J;5760.00
Unit #RL000189X;2506.00
Unit #RK000306S;7954.00
Unit #RK000021L;6016.00
Unit #RJ000961J;1263.00
Unit #RJ000700F;6075.00
Unit #RI000783X;1591.00
Unit #RI000460S;5610.00
Unit #RI000290F;4149.00
Unit #RH001272M;2932.00
Unit #RH000863Z;8002.00
Unit #RH000528H;1303.00
Unit #RH000282E;4711.00
Unit #RH000125I;4707.00
Unit #RG001393U;1722.00
Unit #RG000605W;7598.00
Unit #RF000905N;1554.00
Unit #RF000447Q;3035.00
Unit #RE000536D;8048.00
Unit #RE000123F;3528.00
Unit #RD000619Y;7472.00
Unit #RD000454B;1295.00
Unit #RC000824C;1198.00
Unit #RB001182E;7802.00
Unit #RB000915T;7843.00
Unit #RB000388E;3502.00
Unit #RB000265C;1659.00
Unit #RB000249C;5719.00
Unit #RB000141I;1250.00
Unit #RA001517C;1929.00
Unit #RA000940G;6563.00
Unit #RA000495F;4762.00
Unit #QZ001634B;10072.00
Unit #QZ001253U;6785.00
Unit #QZ001192R;9158.00
Unit #QY000972B;2528.00
Unit #QY000907W;7517.00
Unit #QX001631O;10454.00
Unit #QX001245G;4876.00
Unit #QX001019G;2525.00
Unit #QX000051D;5426.00
Unit #QW001442Q;7773.00
Unit #QW001054G;5849.00
Unit #QW000441F;4970.00
Unit #QW000237W;2971.00
Unit #QW000058Q;10803.00
Unit #QV000652G;10019.00
Unit #QU000372I;1236.00
Unit #QU000070J;5995.00
Unit #QT001339W;1121.00
Unit #QT001292F;5329.00
Unit #QT000667A;1282.00
Unit #QS001448L;2184.00
Unit #QS000046K;3605.00
Unit #QS000027B;1589.00
Unit #QR001478K;4402.00
Unit #QR001126T;7191.00
Unit #QR000913K;8300.00
Unit #QR000812T;10530.00
Unit #QR000376S;2591.00
Unit #QQ001342B;2049.00
Unit #QQ000981Z;9280.00
Unit #QP001557M;5556.00
Unit #QP000630G;6241.00
Unit #QO000789S;7059.00
Unit #QO000668N;4422.00
Unit #QN001232L;3619.00
Unit #QM000964R;1934.00
Unit #QM000849Q;2378.00
Unit #QM000753S;8764.00
Unit #QM000153M;6910.00
Unit #QL000641F;7207.00
Unit #QK001569W;8279.00
Unit #QK001333P;5089.00
Unit #QJ001552C;2102.00
Unit #QJ000967B;1320.00
Unit #QI000251B;7147.00
Unit #QH001507V;2924.00
Unit #QH000128Y;3339.00
Unit #QG000895N;1250.00
Unit #QG000625O;9868.00
Unit #QG000243H;5060.00
Unit #QF001638F;6512.00
Unit #QF001503F;1118.00
Unit #QF001432U;2491.00
Unit #QF001030R;1251.00
Unit #QF000516F;7082.00
Unit #QE001548C;3368.00
Unit #QE001497K;6300.00
Unit #QE001302X;1214.00
Unit #QD000595H;1655.00
Unit #QC001377T;3397.00
Unit #QB001606G;1258.00
Unit #QA000620S;1164.00
Unit #QA000052E;4764.00
Unit #PW001420P;5905.00
Unit #PW001235D;5856.00
Unit #PV001628H;7891.00
Unit #PV000292Y;2823.00
Unit #PT000564H;2595.00
Unit #PT000406M;5627.00
Unit #PR001556A;9247.00
Unit #PR001243D;2986.00
Unit #PR001091B;2875.00
Unit #PQ001326B;1274.00
Unit #PQ000702T;1320.00
Unit #PQ000549E;2507.00
Unit #PQ000250J;9999.00
Unit #PQ000113X;5685.00
Unit #PP001538L;4545.00
Unit #PP001215U;6781.00
Unit #PP000877V;1960.00
Unit #PP000002A;2872.00
Unit #PO001268L;3613.00
Unit #PN001190C;1093.00
Unit #PN000622Y;2480.00
Unit #PM001230R;10653.00
Unit #PM000145H;3247.00
Unit #PL001456G;1120.00
Unit #PL001408L;6533.00
Unit #PL001329O;2522.00
Unit #PK000555F;9147.00
Unit #PK000114Z;2355.00
Unit #PJ001188C;2477.00
Unit #PJ000906T;4132.00
Unit #PJ000420G;6914.00
Unit #PI001593S;1126.00
Unit #PI001023Z;6647.00
Unit #PI000821N;6749.00
Unit #PI000436W;5285.00
Unit #PH001387F;5018.00
Unit #PH000922J;2477.00
Unit #PH000491Q;8500.00
Unit #PG000850Z;5074.00
Unit #PG000842I;4097.00
Unit #PG000524A;6518.00
Unit #PF001532R;1971.00
Unit #PF001439O;4380.00
Unit #PF000646G;8375.00
Unit #PE001602Z;3221.00
Unit #PE001401Z;1789.00
Unit #PE000980P;5610.00
Unit #PD000398J;7489.00
Unit #PD000335S;4095.00
Unit #PC000817V;9463.00
Unit #PC000346T;8082.00
Unit #PB001169N;6011.00
Unit #PB000880V;1249.00
Unit #PA001571Z;6265.00
Unit #PA001499L;4339.00
Unit #PA000286J;4318.00
Unit #PA000043U;6984.00
Unit #OZ001285U;1452.00
Unit #OZ001053Y;3277.00
Unit #OZ001027Q;6104.00
Unit #OZ000931L;7804.00
Unit #OZ000523G;5930.00
Unit #OY001409L;9764.00
Unit #OX000835U;4438.00
Unit #OX000628I;5930.00
Unit #OW000866O;1617.00
Unit #OW000825B;7091.00
Unit #OW000786W;7928.00
Unit #OW000160L;2035.00
Unit #OV001414H;8337.00
Unit #OV001025F;1500.00
Unit #OV000928K;6749.00
Unit #OV000741D;1986.00
Unit #OU000792K;2186.00
Unit #OU000531X;9743.00
Unit #OT001520Q;3827.00
Unit #OS000617E;3416.00
Unit #OS000375V;9282.00
Unit #OR001471R;6620.00
Unit #OR001029S;5729.00
Unit #OR000873S;1812.00
Unit #OQ001468J;2865.00
Unit #OQ001139V;5481.00
Unit #OQ001089P;7454.00
Unit #OQ000606R;3656.00
Unit #OQ000342K;2479.00
Unit #OP000408A;6626.00
Unit #OO001434F;6304.00
Unit #OO000201I;3297.00
Unit #ON001535T;4919.00
Unit #ON001170D;5476.00
Unit #ON000624O;3628.00
Unit #ON000304A;5867.00
Unit #OM001153I;1305.00
Unit #OM000430A;10942.00
Unit #OL001406H;4374.00
Unit #OL000389A;6637.00
Unit #OK001105S;1130.00
Unit #OK000868G;8000.00
Unit #OK000186M;7441.00
Unit #OJ001530Z;9319.00
Unit #OJ000801A;7190.00
Unit #OI000611L;7629.00
Unit #OI000315E;5703.00
Unit #OG000337K;6926.00
Unit #OG000181B;4368.00
Unit #OF001123N;4778.00
Unit #OF001092P;3576.00
Unit #OF000316L;9506.00
Unit #OD001479K;2811.00
Unit #OD001234N;2394.00
Unit #OD001014M;2324.00
Unit #OC001249M;5457.00
Unit #OC001011T;4028.00
Unit #OC000909X;10282.00
Unit #OC000187O;6627.00
Unit #OC000015F;5325.00
Unit #OB001509N;4752.00
Unit #OB001282H;10166.00
Unit #OB000088T;5069.00
Unit #OA000960B;9931.00
Unit #NZ001588Y;3191.00
Unit #NZ001502Z;6644.00
Unit #NZ000686W;2751.00
Unit #NZ000487A;5051.00
Unit #NY000984W;3414.00
Unit #NY000804Z;10649.00
Unit #NX001140H;6652.00
Unit #NX000445R;1136.00
Unit #NX000252B;1942.00
Unit #NW001614Y;8185.00
Unit #NW001187C;5922.00
Unit #NW001185T;7226.00
Unit #NW000944E;7477.00
Unit #NV001319L;2051.00
Unit #NV000139F;10004.00
Unit #NU001334X;6470.00
Unit #NU000708Z;4039.00
Unit #NU000502W;2502.00
Unit #NU000059L;9229.00
Unit #NT001080C;7563.00
Unit #NT000018Y;1881.00
Unit #NS001592X;3511.00
Unit #NS001524F;9249.00
Unit #NS001261R;6264.00
Unit #NS000997P;4366.00
Unit #NR001623M;1111.00
Unit #NR001073V;8879.00
Unit #NR000563I;4525.00
Unit #NR000259C;6673.00
Unit #NR000040Q;10953.00
Unit #NQ000195O;8344.00
Unit #NP001619T;3325.00
Unit #NP000118D;1108.00
Unit #NO000598E;6269.00
Unit #NO000000B;9634.00
Unit #NN000745C;4908.00
Unit #NN000562H;10380.00
Unit #NN000546N;1215.00
Unit #NM001379A;3876.00
Unit #NM000704H;3425.00
Unit #NL001046P;4602.00
Unit #NL000474B;1095.00
Unit #NL000424P;5519.00
Unit #NK001559W;5793.00
Unit #NK001171L;7796.00
Unit #NK000957Y;5460.00
Unit #NJ000603T;5510.00
Unit #NJ000570N;4687.00
Unit #NJ000284H;5755.00
Unit #NI000410S;10860.00
Unit #NI000196D;3536.00
Unit #NH001512W;6046.00
Unit #NH001007A;2679.00
Unit #NH000273C;6567.00
Unit #NG001480M;10519.00
Unit #NG001430N;4185.00
Unit #NG001325L;3244.00
Unit #NG000661U;4446.00
Unit #NG000271N;9692.00
Unit #NF001070E;7082.00
Unit #NF000701E;7796.00
Unit #NF000227N;3543.00
Unit #NF000087U;7346.00
Unit #NE001087Q;7085.00
Unit #NE001037P;5540.00
Unit #ND000165I;6524.00
Unit #NC001347R;6730.00
Unit #NB000767D;1528.00
Unit #NB000130P;6657.00
Unit #NA001276M;6304.00
Unit #NA000255D;7945.00
Unit #MZ001118W;6733.00
Unit #MZ000575G;2987.00
Unit #MZ000444Q;9166.00
Unit #MZ000276Q;5705.00
Unit #MY000721T;4126.00
Unit #MY000159L;1339.00
Unit #MX000581P;5663.00
Unit #MW000921P;9860.00
Unit #MW000840E;2911.00
Unit #MW000742W;3705.00
Unit #MW000162B;7414.00
Unit #MV001613N;2585.00
Unit #MV000923E;4218.00
Unit #MV000182D;1143.00
Unit #MU001136I;3646.00
Unit #MU001134H;1255.00
Unit #MU000969Z;6637.00
Unit #MU000784U;5753.00
Unit #MU000074M;5723.00
Unit #MT001581E;7919.00
Unit #MT000167L;4822.00
Unit #MS001558H;5258.00
Unit #MS000859K;7555.00
Unit #MS000584U;5971.00
Unit #MS000022D;2449.00
Unit #MR001603N;2141.00
Unit #MR001299V;10764.00
Unit #MQ001288P;6094.00
Unit #MQ001056X;1508.00
Unit #MQ000875I;3200.00
Unit #MQ000635X;3481.00
Unit #MP001562J;10227.00
Unit #MP000841C;5636.00
Unit #MO001586P;3451.00
Unit #MO000948B;6933.00
Unit #MO000769V;7632.00
Unit #MO000490N;4133.00
Unit #MO000258G;4659.00
Unit #MO000241I;10791.00
Unit #MN000894P;6817.00
Unit #MN000358O;6332.00
Unit #MN000341W;2097.00
Unit #MM000733V;6776.00
Unit #MM000500V;1529.00
Unit #ML001059M;9668.00
Unit #MK001143S;1285.00
Unit #MK000888W;1189.00
Unit #MJ001459T;5609.00
Unit #MI001618C;1965.00
Unit #MI000009Q;8566.00
Unit #MH001246G;2836.00
Unit #MH001144U;2268.00
Unit #MH000134G;1514.00
Unit #MG001398P;4096.00
Unit #MG001365B;7826.00
Unit #MG000395Z;2950.00
Unit #MF001013R;4191.00
Unit #MF000885J;1163.00
Unit #ME000663O;3454.00
Unit #MD000401G;5594.00
Unit #MC000098N;6567.00
Unit #MB000823D;1636.00
Unit #MB000481P;3018.00
Unit #MA000573I;5356.00
Unit #LZ001428U;9392.00
Unit #LZ000515S;5835.00
Unit #LZ000269E;8227.00
Unit #LY001391F;2903.00
Unit #LY000947Y;6770.00
Unit #LY000713V;5636.00
Unit #LY000604N;4953.00
Unit #LX000781G;4184.00
Unit #LW001165S;1767.00
Unit #LW000916L;5615.00
Unit #LW000142L;2678.00
Unit #LV001311M;5269.00
Unit #LV001122V;1114.00
Unit #LV000437A;1138.00
Unit #LV000092C;2324.00
Unit #LU001290V;5976.00
Unit #LT000970Y;4158.00
Unit #LT000746Y;7567.00
Unit #LS001211Z;7365.00
Unit #LS000832B;3784.00
Unit #LR000882G;6602.00
Unit #LQ000586J;8797.00
Unit #LQ000245H;9704.00
Unit #LP000253L;7390.00
Unit #LO001321E;7655.00
Unit #LO000597I;7317.00
Unit #LO000385I;1822.00
Unit #LO000322A;7687.00
Unit #LN001066T;6456.00
Unit #LN000802B;2565.00
Unit #LN000472A;5010.00
Unit #LN000208Z;10597.00
Unit #LM001295H;4772.00
Unit #LM000899E;2016.00
Unit #LM000874J;5653.00
Unit #LM000752Z;7755.00
Unit #LM000729X;6291.00
Unit #LM000216X;3668.00
Unit #LL000675T;7106.00
Unit #LL000299N;2574.00
