id;valeur
Unit #UR000878M;6924.32
Unit #UR000352A;5009.28
Unit #UQ001337Q;7374.20
Unit #UQ000690M;10263.92
Unit #UQ000211Q;3893.79
Unit #UP000754R;1135.48
Unit #UP000585Q;7115.93
Unit #UO000197J;3031.94
Unit #UN001443Y;3644.58
Unit #UN001388E;2042.37
Unit #UN001373K;5632.12
Unit #UL001454H;2497.63
Unit #UL000934G;4219.92
Unit #UL000872Y;7042.54
Unit #UJ001536N;7062.58
Unit #UJ000756P;3419.75
Unit #UJ000272D;4884.61
Unit #UI001612C;7489.28
Unit #UI000307G;6678.27
Unit #UI000076H;9984.16
Unit #UH000210T;3888.56
Unit #UF000860C;4219.46
Unit #UE001577L;1623.35
Unit #UE001021J;6802.15
Unit #UE000659C;3044.45
Unit #UD001210L;9350.36
Unit #UD000737R;4590.78
Unit #UD000534H;5449.95
Unit #UD000492R;927.44
Unit #UC000100W;3977.15
Unit #UB001226H;1002.41
Unit #UB000577Z;2675.24
Unit #UB000105Z;1777.03
Unit #UA001425I;814.61
Unit #UA000796L;1693.93
Unit #UA000710N;7618.60
Unit #UA000291P;3685.33
Unit #TZ000953T;5709.90
Unit #TZ000345E;1529.31
Unit #TZ000042O;6626.92
Unit #TX001643O;961.08
Unit #TX001540E;5194.76
Unit #TX001176R;6067.40
Unit #TX000246X;1954.36
Unit #TW000364M;5581.73
Unit #TW000336S;2307.75
Unit #TV001244G;2765.23
Unit #TV001157G;3050.69
Unit #TV000317O;8156.25
Unit #TU000217M;10684.74
Unit #TU000175R;7669.09
Unit #TT000429S;7032.34
Unit #TT000331C;2311.54
Unit #TT000044G;6366.54
Unit #TS001508U;702.41
Unit #TR000222R;3725.89
Unit #TQ001534Z;8572.55
Unit #TQ000791K;5689.33
Unit #TQ000660F;8131.70
Unit #TQ000462O;7680.01
Unit #TP001574J;746.14
Unit #TP001542K;9165.46
Unit #TP001117U;8791.07
Unit #TP000993T;1889.47
Unit #TP000893F;2110.47
Unit #TO001585G;5881.59
Unit #TO000349H;3659.87
Unit #TN001539Z;6095.97
Unit #TN000313F;4024.84
Unit #TN000108W;2576.70
Unit #TM001488U;544.90
Unit #TM001350M;10298.81
Unit #TM001229F;648.16
Unit #TM000834K;4824.32
Unit #TM000297U;4975.27
Unit #TM000049F;1518.58
Unit #TL001600J;9396.66
Unit #TK001254G;3555.78
Unit #TK000762Y;7618.67
Unit #TK000289F;2200.68
Unit #TJ001353N;2337.03
Unit #TJ001004H;2157.94
Unit #TJ000889S;3911.69
Unit #TJ000483R;3518.99
Unit #TI000231E;5123.56
Unit #TI000010M;9328.20
Unit #TH001563S;1016.62
Unit #TH000325P;5556.90
Unit #TH000200W;5123.37
Unit #TG001537Q;5970.40
Unit #TG001071Z;7008.35
Unit #TG001035C;10141.29
Unit #TF001219D;7837.00
Unit #TF001090Z;6563.92
Unit #TF000647D;3444.92
Unit #TF000473A;4795.88
Unit #TE001106A;2382.75
Unit #TE000800L;4061.10
Unit #TE000412M;900.95
Unit #TE000403D;6971.88
Unit #TE000270B;3735.27
Unit #TE000235C;4018.30
Unit #TD001104I;3832.71
Unit #TD001040E;5456.33
Unit #TD000727C;565.02
Unit #TC000785C;4696.54
Unit #TC000657Q;5855.17
Unit #TC000557G;5158.83
Unit #TB001047H;5015.72
Unit #TB001002C;1972.37
Unit #TB000287W;1212.62
Unit #TA001273A;4530.30
Unit #TA000725Z;8715.28
Unit #SZ001545V;2506.78
Unit #SZ001076P;2926.95
Unit #SZ000456H;7395.29
Unit #SZ000327L;6729.77
Unit #SW001341K;8484.16
Unit #SV000680D;9328.68
Unit #SV000213P;4290.74
Unit #SU000990G;5235.38
Unit #SU000739M;4068.17
Unit #SU000695M;5628.49
Unit #SU000350C;5555.44
Unit #SS001415M;4495.34
Unit #SS000351X;8243.76
Unit #SR001079B;1991.46
Unit #SQ001486Q;10461.35
Unit #SQ001460F;5207.11
Unit #SQ001237V;1137.36
Unit #SQ000685U;5958.39
Unit #SP001116H;6255.13
Unit #SP000234C;985.79
Unit #SO001617D;3048.03
Unit #SO000506O;2736.15
Unit #SO000459U;5261.52
Unit #SN001240J;7549.74
Unit #SM001475Z;3720.48
Unit #SM001469M;612.39
Unit #SM001297P;2848.77
Unit #SM000569J;5788.22
Unit #SM000344Q;2462.37
Unit #SL001262S;7717.35
Unit #SL001186O;5917.53
Unit #SL000371M;6259.64
Unit #SL000084V;5592.78
Unit #SK001546U;7478.16
Unit #SK000475P;6323.76
Unit #SK000324N;2767.82
Unit #SK000039M;6762.14
Unit #SJ001564L;9101.91
Unit #SJ000890S;2879.73
Unit #SJ000638E;5772.75
Unit #SJ000173X;3686.59
Unit #SI000974G;7505.68
Unit #SH000377F;7009.84
Unit #SH000030R;7437.30
Unit #SG001026J;5311.93
Unit #SG000793K;2755.24
Unit #SG000539R;5672.31
Unit #SG000050F;1742.61
Unit #SF001572Y;5922.01
Unit #SF000865F;4815.31
Unit #SF000778R;1823.00
Unit #SF000687Y;5271.10
Unit #SF000485S;6729.60
Unit #SE000413G;678.52
Unit #SE000215Q;1841.07
Unit #SD001489Y;3124.19
Unit #SD001380M;6461.96
Unit #SD001259T;5545.99
Unit #SD000183S;3313.01
Unit #SC001436I;3454.93
Unit #SC001306A;2642.13
Unit #SC000995O;5462.50
Unit #SC000016A;1759.86
Unit #SB000435Y;1755.54
Unit #SB000029D;6350.69
Unit #SA000884Y;2250.17
Unit #SA000463P;4468.47
Unit #SA000174Y;5242.93
Unit #SA000124B;10337.80
Unit #RZ000946L;5476.50
Unit #RZ000774M;6218.71
Unit #RZ000172Y;1430.12
Unit #RY001616C;8262.91
Unit #RY001431L;2332.34
Unit #RX000541Q;5090.54
Unit #RX000488D;7131.00
Unit #RX000082I;1182.17
Unit #RW001580H;1961.66
Unit #RW001267W;8354.76
Unit #RU001605S;4548.68
Unit #RU001435M;6889.99
Unit #RU000776C;4124.79
Unit #RT000501F;4825.94
Unit #RT000137R;5437.02
Unit #RS000414T;1471.15
Unit #RS000220D;3215.54
Unit #RR000520I;2180.90
Unit #RQ000642F;4308.65
Unit #RQ000621U;1916.30
Unit #RP001523F;3464.92
Unit #RP001390Z;2845.27
Unit #RO001052F;8196.32
Unit #RO000545T;5864.77
Unit #RO000144F;8068.36
Unit #RO000077P;7579.60
Unit #RN000356G;2399.24
Unit #RM001345Z;659.99
Unit #RM001178Y;2238.67
Unit #RL001644V;2543.62
Unit #RL001635E;3119.55
Unit #RL001263I;6224.37
Unit #RL001163S;3517.49
Unit #RL000816U;1596.78
Unit #RL000662J;5252.81
Unit #RL000189X;2450.05
Unit #RK000306S;7155.00
Unit #RK000021L;5885.69
Unit #RJ000961J;853.04
Unit #RJ000700F;5766.17
Unit #RI000783X;1435.78
Unit #RI000460S;4730.12
Unit #RI000290F;3494.80
Unit #RH001272M;2545.58
Unit #RH000863Z;6976.11
Unit #RH000528H;1160.09
Unit #RH000282E;4540.77
Unit #RH000125I;4506.65
Unit #RG001393U;1661.35
Unit #RG000605W;6665.24
Unit #RF000905N;1375.02
Unit #RF000447Q;2639.12
Unit #RE000536D;6941.63
Unit #RE000123F;3046.48
Unit #RD000619Y;7071.35
Unit #RD000454B;956.61
Unit #RC000824C;601.44
Unit #RB001182E;7168.49
Unit #RB000915T;7614.06
Unit #RB000388E;3099.93
Unit #RB000265C;1562.07
Unit #RB000249C;5063.82
Unit #RB000141I;1064.62
Unit #RA001517C;1761.03
Unit #RA000940G;5856.29
Unit #RA000495F;4257.47
Unit #QZ001634B;9734.43
Unit #QZ001253U;5962.79
Unit #QZ001192R;8375.81
Unit #QY000972B;2443.05
Unit #QY000907W;6686.21
Unit #QX001631O;9147.94
Unit #QX001245G;4707.50
Unit #QX001019G;2178.35
Unit #QX000051D;5234.04
Unit #QW001442Q;6907.73
Unit #QW001054G;5272.25
Unit #QW000441F;4309.26
Unit #QW000237W;2802.89
Unit #QW000058Q;10125.24
Unit #QV000652G;9353.24
Unit #QU000372I;999.00
Unit #QU000070J;5197.82
Unit #QT001339W;458.98
Unit #QT001292F;4780.53
Unit #QT000667A;1066.42
Unit #QS001448L;1842.69
Unit #QS000046K;3139.24
Unit #QS000027B;1508.41
Unit #QR001478K;3832.50
Unit #QR001126T;6208.88
Unit #QR000913K;7699.72
Unit #QR000812T;9918.80
Unit #QR000376S;2189.69
Unit #QQ001342B;1774.00
Unit #QQ000981Z;8647.56
Unit #QP001557M;5200.43
Unit #QP000630G;5468.18
Unit #QO000789S;6832.98
Unit #QO000668N;3956.91
Unit #QN001232L;3562.59
Unit #QM000964R;1711.74
Unit #QM000849Q;2343.54
Unit #QM000753S;7515.78
Unit #QM000153M;6132.99
Unit #QL000641F;6750.71
Unit #QK001569W;7525.75
Unit #QK001333P;4316.74
Unit #QJ001552C;1915.86
Unit #QJ000967B;1027.87
Unit #QI000251B;6116.00
Unit #QH001507V;2747.88
Unit #QH000128Y;2849.50
Unit #QG000895N;780.62
Unit #QG000625O;8739.45
Unit #QG000243H;4583.27
Unit #QF001638F;6047.57
Unit #QF001503F;860.86
Unit #QF001432U;2180.70
Unit #QF001030R;880.72
Unit #QF000516F;5995.38
Unit #QE001548C;2882.32
Unit #QE001497K;5813.32
Unit #QE001302X;1009.77
Unit #QD000595H;1436.10
Unit #QC001377T;2996.41
Unit #QB001606G;588.08
Unit #QA000620S;587.92
Unit #QA000052E;4467.28
Unit #PW001420P;5398.24
Unit #PW001235D;4929.28
Unit #PV001628H;7750.18
Unit #PV000292Y;2708.01
Unit #PT000564H;2208.08
Unit #PT000406M;5032.14
Unit #PR001556A;8881.14
Unit #PR001243D;2686.93
Unit #PR001091B;2728.39
Unit #PQ001326B;1259.03
Unit #PQ000702T;1035.50
Unit #PQ000549E;2165.15
Unit #PQ000250J;9143.49
Unit #PQ000113X;5244.77
Unit #PP001538L;4128.63
Unit #PP001215U;6399.26
Unit #PP000877V;1923.00
Unit #PP000002A;2628.08
Unit #PO001268L;3222.37
Unit #PN001190C;507.85
Unit #PN000622Y;2153.25
Unit #PM001230R;9130.87
Unit #PM000145H;2914.65
Unit #PL001456G;649.43
Unit #PL001408L;6444.89
Unit #PL001329O;2277.94
Unit #PK000555F;7885.49
Unit #PK000114Z;2039.41
Unit #PJ001188C;2139.36
Unit #PJ000906T;3662.27
Unit #PJ000420G;6607.63
Unit #PI001593S;873.34
Unit #PI001023Z;6236.56
Unit #PI000821N;6274.61
Unit #PI000436W;5105.65
Unit #PH001387F;4344.06
Unit #PH000922J;2292.71
Unit #PH000491Q;7243.22
Unit #PG000850Z;4738.59
Unit #PG000842I;3571.42
Unit #PG000524A;6224.08
Unit #PF001532R;1949.48
Unit #PF001439O;4274.08
Unit #PF000646G;7953.74
Unit #PE001602Z;2859.07
Unit #PE001401Z;1643.57
Unit #PE000980P;4862.98
Unit #PD000398J;6543.17
Unit #PD000335S;3718.89
Unit #PC000817V;8113.42
Unit #PC000346T;6913.00
Unit #PB001169N;5726.64
Unit #PB000880V;1075.63
Unit #PA001571Z;5586.99
Unit #PA001499L;4207.23
Unit #PA000286J;4185.17
Unit #PA000043U;6243.98
Unit #OZ001285U;1367.02
Unit #OZ001053Y;2800.96
Unit #OZ001027Q;5897.96
Unit #OZ000931L;7412.15
Unit #OZ000523G;5830.09
Unit #OY001409L;8347.89
Unit #OX000835U;3968.38
Unit #OX000628I;5815.60
Unit #OW000866O;1506.54
Unit #OW000825B;6167.33
Unit #OW000786W;7064.30
Unit #OW000160L;1959.57
Unit #OV001414H;7954.62
Unit #OV001025F;1323.72
Unit #OV000928K;6261.49
Unit #OV000741D;1716.49
Unit #OU000792K;2000.06
Unit #OU000531X;9305.25
Unit #OT001520Q;3365.39
Unit #OS000617E;2995.37
Unit #OS000375V;8868.44
Unit #OR001471R;6186.48
Unit #OR001029S;5533.21
Unit #OR000873S;1658.29
Unit #OQ001468J;2555.96
Unit #OQ001139V;5137.15
Unit #OQ001089P;6803.91
Unit #OQ000606R;3613.51
Unit #OQ000342K;2225.18
Unit #OP000408A;6362.04
Unit #OO001434F;5306.24
Unit #OO000201I;2877.54
Unit #ON001535T;4434.29
Unit #ON001170D;4902.97
Unit #ON000624O;3108.52
Unit #ON000304A;5388.54
Unit #OM001153I;1214.77
Unit #OM000430A;9376.34
Unit #OL001406H;3936.60
Unit #OL000389A;6536.50
Unit #OK001105S;956.41
Unit #OK000868G;7064.78
Unit #OK000186M;6808.89
Unit #OJ001530Z;8632.38
Unit #OJ000801A;6931.06
Unit #OI000611L;7086.86
Unit #OI000315E;4920.41
Unit #OG000337K;6281.42
Unit #OG000181B;4142.70
Unit #OF001123N;4644.28
Unit #OF001092P;3271.62
Unit #OF000316L;8648.25
Unit #OD001479K;2786.51
Unit #OD001234N;2304.34
Unit #OD001014M;2217.94
Unit #OC001249M;4901.24
Unit #OC001011T;3394.45
Unit #OC000909X;8665.23
Unit #OC000187O;5902.74
Unit #OC000015F;5119.40
Unit #OB001509N;4241.89
Unit #OB001282H;8679.77
Unit #OB000088T;4766.57
Unit #OA000960B;9009.19
Unit #NZ001588Y;2866.47
Unit #NZ001502Z;6439.92
Unit #NZ000686W;2683.51
Unit #NZ000487A;4260.87
Unit #NY000984W;3249.59
Unit #NY000804Z;9317.22
Unit #NX001140H;6434.16
Unit #NX000445R;896.70
Unit #NX000252B;1805.39
Unit #NW001614Y;7779.16
Unit #NW001187C;5430.83
Unit #NW001185T;6796.59
Unit #NW000944E;7376.36
Unit #NV001319L;1755.78
Unit #NV000139F;9894.84
Unit #NU001334X;6382.54
Unit #NU000708Z;3814.48
Unit #NU000502W;2397.99
Unit #NU000059L;8166.41
Unit #NT001080C;7178.92
Unit #NT000018Y;1758.02
Unit #NS001592X;3119.92
Unit #NS001524F;8883.46
Unit #NS001261R;6184.27
Unit #NS000997P;3758.88
Unit #NR001623M;577.68
Unit #NR001073V;7595.80
Unit #NR000563I;4308.52
Unit #NR000259C;5870.90
Unit #NR000040Q;9728.93
Unit #NQ000195O;7237.19
Unit #NP001619T;2896.28
Unit #NP000118D;994.45
Unit #NO000598E;5356.44
Unit #NO000000B;8975.49
Unit #NN000745C;4750.61
Unit #NN000562H;8804.59
Unit #NN000546N;515.78
Unit #NM001379A;3321.50
Unit #NM000704H;3136.42
Unit #NL001046P;4313.27
Unit #NL000474B;764.22
Unit #NL000424P;5427.48
Unit #NK001559W;5439.63
Unit #NK001171L;6944.76
Unit #NK000957Y;4836.96
Unit #NJ000603T;4707.01
Unit #NJ000570N;4425.78
Unit #NJ000284H;5570.36
Unit #NI000410S;9481.82
Unit #NI000196D;3414.29
Unit #NH001512W;5702.98
Unit #NH001007A;2488.33
Unit #NH000273C;5847.26
Unit #NG001480M;9357.95
Unit #NG001430N;3700.73
Unit #NG001325L;2743.61
Unit #NG000661U;3824.54
Unit #NG000271N;9012.57
Unit #NF001070E;6580.43
Unit #NF000701E;6966.00
Unit #NF000227N;3048.97
Unit #NF000087U;7237.30
Unit #NE001087Q;6554.66
Unit #NE001037P;4823.50
Unit #ND000165I;6203.48
Unit #NC001347R;6023.04
Unit #NB000767D;1293.28
Unit #NB000130P;6251.66
Unit #NA001276M;5484.19
Unit #NA000255D;7135.65
Unit #MZ001118W;5895.87
Unit #MZ000575G;2545.04
Unit #MZ000444Q;7782.43
Unit #MZ000276Q;5637.53
Unit #MY000721T;3707.15
Unit #MY000159L;1271.78
Unit #MX000581P;5367.50
Unit #MW000921P;9413.45
Unit #MW000840E;2615.57
Unit #MW000742W;3555.92
Unit #MW000162B;7325.80
Unit #MV001613N;2519.73
Unit #MV000923E;4088.49
Unit #MV000182D;837.83
Unit #MU001136I;3316.37
Unit #MU001134H;951.26
Unit #MU000969Z;6155.66
Unit #MU000784U;5428.04
Unit #MU000074M;5087.63
Unit #MT001581E;7072.87
Unit #MT000167L;4548.88
Unit #MS001558H;5036.97
Unit #MS000859K;6808.98
Unit #MS000584U;5102.16
Unit #MS000022D;2407.64
Unit #MR001603N;1914.33
Unit #MR001299V;9286.50
Unit #MQ001288P;5266.72
Unit #MQ001056X;1440.13
Unit #MQ000875I;2896.18
Unit #MQ000635X;3342.86
Unit #MP001562J;9681.55
Unit #MP000841C;5553.20
Unit #MO001586P;3022.84
Unit #MO000948B;6307.19
Unit #MO000769V;6565.45
Unit #MO000490N;3903.46
Unit #MO000258G;4222.92
Unit #MO000241I;9458.73
Unit #MN000894P;6354.65
Unit #MN000358O;5686.41
Unit #MN000341W;2015.39
Unit #MM000733V;6189.89
Unit #MM000500V;1502.90
Unit #ML001059M;9527.76
Unit #MK001143S;812.39
Unit #MK000888W;921.90
Unit #MJ001459T;5169.93
Unit #MI001618C;1798.27
Unit #MI000009Q;8213.23
Unit #MH001246G;2388.22
Unit #MH001144U;2143.76
Unit #MH000134G;1376.48
Unit #MG001398P;3882.84
Unit #MG001365B;6602.96
Unit #MG000395Z;2700.56
Unit #MF001013R;3726.19
Unit #MF000885J;691.35
Unit #ME000663O;3224.72
Unit #MD000401G;5328.78
Unit #MC000098N;5890.84
Unit #MB000823D;1505.32
Unit #MB000481P;2686.57
Unit #MA000573I;4705.88
Unit #LZ001428U;7978.11
Unit #LZ000515S;5125.84
Unit #LZ000269E;7029.52
Unit #LY001391F;2691.03
Unit #LY000947Y;5971.29
Unit #LY000713V;5029.53
Unit #LY000604N;4353.22
Unit #LX000781G;3542.27
Unit #LW001165S;1493.47
Unit #LW000916L;4874.20
Unit #LW000142L;2477.11
Unit #LV001311M;5034.10
Unit #LV001122V;652.52
Unit #LV000437A;897.67
Unit #LV000092C;2086.07
Unit #LU001290V;5544.49
Unit #LT000970Y;3596.80
Unit #LT000746Y;7443.44
Unit #LS001211Z;7037.68
Unit #LS000832B;3541.79
Unit #LR000882G;6064.06
Unit #LQ000586J;8152.80
Unit #LQ000245H;8975.94
Unit #LP000253L;6505.51
Unit #LO001321E;7553.10
Unit #LO000597I;6607.50
Unit #LO000385I;1558.48
Unit #LO000322A;6577.52
Unit #LN001066T;5600.29
Unit #LN000802B;2185.31
Unit #LN000472A;4727.47
Unit #LN000208Z;9284.49
Unit #LM001295H;4607.08
Unit #LM000899E;1757.61
Unit #LM000874J;5523.50
Unit #LM000752Z;7065.44
Unit #LM000729X;5781.29
Unit #LM000216X;3487.77
Unit #LL000675T;6364.20
Unit #LL000299N;2512.46
Unit #LJ001242N;7441.42
Unit #LI001354Q;5124.18
Unit #LI001225B;4108.94
